"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,11,"ATG","Antigua and Barbuda","ANTIGUA AND BARBUDA","Antigua and Barbuda","Antigua and Barbuda","Leeward Islands","Antigua","","Antigua-et-Barbuda ","Antigua y Barbuda ","<U+0410><U+043D><U+0442><U+0438><U+0433><U+0443><U+0430> <U+0438> <U+0411><U+0430><U+0440><U+0431><U+0443><U+0434><U+0430> ","<U+0623><U+0646><U+062A><U+064A><U+063A><U+0648><U+0627> <U+0648><U+0628><U+0631><U+0628><U+0648><U+062F><U+0627> ","<U+5B89><U+63D0><U+74DC><U+548C><U+5DF4><U+5E03><U+8FBE> ","West Indies Federation","","Antigua and Barbuda","AG","","AC","28","Unknown","Present","76000","462.378","164.3676818533754","Caribbean","Americas","1","","","","Latin America & Caribbean","Upper middle income","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1",""
