"","X.1","X","Island","Site","Spearfishing","Diving","Species","Species.Code","Phase","Length.cm","g.frac","FR","BR","TDB","for.dur","for.bites","tot.BM","tot.DEN","scar.BM","herb.BM","scar.DEN","conspec.BM","conspec.DEN","carn.BM","carn.DEN","cover_CCA","cover_LC","cover_MA","cover_TA","canopy_MA","canopy_TA","rugosity","int.tot","int.scar","int.con","int.hetscar","int.dam","PC1.x","PC2.x","PC1.y","PC2.y","PC1.x.x","PC2.x.x","PC1.y.y","PC2.y.y","PC1.x.x.x","PC2.x.x.x","PC1.y.y.y","PC2.y.y.y","PC1.x.x.x.x","PC2.x.x.x.x","PC1.y.y.y.y","PC2.y.y.y.y","PC1.x.x.x.x.x","PC2.x.x.x.x.x","PC1.y.y.y.y.y","PC2.y.y.y.y.y","PC1","PC2"
"114",114,114,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",34,0.533333333,660,0.34375,6930,16,5.5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,0,0,0,2,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"115",115,115,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",25,0.033333333,60,0.5,630,4,2,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,1,1,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"116",116,116,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",26,0,0,0,0,NA,NA,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"117",117,117,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",40,0.191666667,270,0.391304348,2835,23,9,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,4,2,2,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"118",118,118,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",31,0.291666667,570,0.542857143,5985,8.75,4.75,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,4,0,0,0,4,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"119",119,119,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",25,0.425,540,0.352941176,5670,10.2,3.6,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,3,1,1,0,2,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"120",120,120,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",24,0.741666667,690,0.258426966,7245,44.5,11.5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"121",121,121,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",33,0.383333333,360,0.260869565,3780,23,6,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"122",122,122,"Bonaire","Front Porch","None","High","Scarus vetula","qup","i",26,0,0,0,0,NA,NA,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"123",123,123,"Bonaire","Front Porch","None","High","Scarus vetula","qup","i",30,0.291666667,660,0.628571429,6930,17.5,11,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"124",124,124,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",37,0.075,120,0.444444444,1260,4.5,2,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,4,0,0,0,3,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"125",125,125,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",36,0.091666667,90,0.272727273,945,11,3,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"126",126,126,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",39,0.408333333,450,0.306122449,4725,24.5,7.5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,1,1,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"127",127,127,"Bonaire","Front Porch","None","High","Scarus vetula","qup","i",21,0.783333333,1800,0.638297872,18900,94,60,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"128",128,128,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",26,0,0,0,0,NA,NA,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"129",129,129,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",39,0.525,810,0.428571429,8505,15.75,6.75,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"130",130,130,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",35,0.566666667,570,0.279411765,5985,22.66666667,6.333333333,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"131",131,131,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",24,0.6,510,0.236111111,5355,14.4,3.4,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"132",132,132,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",29,0,0,0,0,NA,NA,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,3,2,2,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"133",133,133,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",28,0.7,630,0.25,6615,42,10.5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"134",134,134,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",39,0.058333333,30,0.142857143,315,7,1,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"135",135,135,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",29,0.283333333,330,0.323529412,3465,11.33333333,3.666666667,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"136",136,136,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",38,0.491666667,390,0.220338983,4095,59,13,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,1,1,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"137",137,137,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",38,0,0,0,0,NA,NA,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,5,2,2,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"138",138,138,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",27,0,0,0,0,NA,NA,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,1,1,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"139",139,139,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",40,0.441666667,390,0.245283019,4095,53,13,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,3,2,2,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"140",140,140,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",30,0.15,120,0.222222222,1260,9,2,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,4,3,3,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"141",141,141,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",23,0.3,690,0.638888889,7245,18,11.5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"142",142,142,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",42,0,0,0,0,NA,NA,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"143",143,143,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",34,0,0,0,0,NA,NA,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,1,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"144",144,144,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",42,0.508333332,990,0.540983607,10395,15.25,8.25,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"145",145,145,"Bonaire","Front Porch","None","High","Scarus vetula","qup","i",24,0.674999999,2310,0.950617284,24255,27,25.66666667,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,0,0,0,2,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"146",146,146,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",17,0.116666667,330,0.785714286,3465,4.666666667,3.666666667,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,3,1,1,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"147",147,147,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",39,0.466666667,600,0.357142857,6300,14,5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,0,0,0,2,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"148",148,148,"Bonaire","Front Porch","None","High","Scarus vetula","qup","i",21,0.516666667,1650,0.887096774,17325,12.4,11,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"149",149,149,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",19,0.699999999,570,0.226190476,5985,28,6.333333333,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"150",150,150,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","t",38,0.258333334,300,0.322580645,3150,15.5,5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,4,1,1,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"151",151,151,"Bonaire","Front Porch","None","High","Sparisoma viride","stop","i",22,0.4,630,0.4375,6615,16,7,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,3685.443112,13.125,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"152",152,152,"Bonaire","Front Porch","None","High","Scarus vetula","qup","i",23,0.541666666,1590,0.815384615,16695,13,10.6,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,1,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"153",153,153,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",29,0.400000001,300,0.208333333,3150,16,3.333333333,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,0,0,0,2,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"154",154,154,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",39,0.175,540,0.857142857,5670,7,6,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,3,0,0,0,3,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"155",155,155,"Bonaire","Front Porch","None","High","Scarus vetula","qup","i",28,0.458333333,1470,0.890909091,15435,27.5,24.5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,2,0,0,0,1,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"156",156,156,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",30,0.591666667,1710,0.802816901,17955,35.5,28.5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
"157",157,157,"Bonaire","Front Porch","None","High","Scarus vetula","qup","t",40,0.666666667,1860,0.775,19530,20,15.5,12437.76593,80.83333333,5250.738769,5530.562123,18.33333333,804.2650871,1.25,3309.774305,25.625,6.7,44.9,0.88,32.1,5.75,1.63,1.9,0,0,0,0,0,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.543445338,0.528813779,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739,-2.54344533796794,0.528813779332739
